name,locations
"heavenly kuro-usagi","Floor 41 (Heaven-on-High)"
"heavenly mammoth","Floor 74 (Heaven-on-High)"
"heavenly mannenso","Floor 61 (Heaven-on-High)"
"heavenly maruishi","Floor 55 (Heaven-on-High)"
"heavenly matamata","Floor 8 (Heaven-on-High)"
"heavenly Matanga","Floor 81 (Heaven-on-High)"
"heavenly menreiki","Floor 24 (Heaven-on-High)"
"heavenly mizumimizu","Floor 46 (Heaven-on-High)"
"heavenly mokin","Floor 36 (Heaven-on-High)"
"heavenly moko","Floor 35 (Heaven-on-High)"
"heavenly monoiwa","Floor 47 (Heaven-on-High)"
"heavenly morbol","Floor 64 (Heaven-on-High)"
"heavenly mukai-inu","Floor 81 (Heaven-on-High)"
"heavenly mutsu","Floor 1 (Heaven-on-High)"
"heavenly naga","Floor 51 (Heaven-on-High)"
"heavenly naked yumemi","Floor 1 (Heaven-on-High)"
"heavenly Namazu","Floor 11 (Heaven-on-High)"
"heavenly noyagi","Floor 71 (Heaven-on-High)"
"heavenly okami","Floor 72 (Heaven-on-High)"
"heavenly onibi","Floor 21 (Heaven-on-High)"
"heavenly onmitsu","Floor 31 (Heaven-on-High)"
"heavenly onryo","Floor 3 (Heaven-on-High);Floor 62 (Heaven-on-High)"
"heavenly otokage","Floor 15 (Heaven-on-High)"
"heavenly penghou","Floor 67 (Heaven-on-High)"
"heavenly rachimonai","Floor 57 (Heaven-on-High)"
"heavenly rowan","Floor 81 (Heaven-on-High)"
"heavenly sai taisui","Floor 22 (Heaven-on-High)"
"heavenly saikoro","Floor 41 (Heaven-on-High)"
"heavenly sekiban","Floor 44 (Heaven-on-High)"
"heavenly sekizo","Floor 42 (Heaven-on-High);Floor 45 (Heaven-on-High)"
"heavenly shabti","Floor 56 (Heaven-on-High)"
"heavenly shark","Floor 2 (Heaven-on-High)"
"heavenly shikubi","Floor 71 (Heaven-on-High)"
"heavenly shiomushi","Floor 11 (Heaven-on-High)"
"heavenly shioname","Floor 17 (Heaven-on-High)"
"heavenly shiro-jishi","Floor 76 (Heaven-on-High)"
"heavenly shishi","Floor 37 (Heaven-on-High)"
"heavenly shitaibana","Floor 66 (Heaven-on-High)"
"heavenly shizuku","Floor 11 (Heaven-on-High)"
"heavenly tatsunoko","Floor 16 (Heaven-on-High)"
"heavenly tenaga","Floor 26 (Heaven-on-High)"
"heavenly tengu","Floor 27 (Heaven-on-High)"
"heavenly tesso","Floor 55 (Heaven-on-High)"
"heavenly tetsu-kyojin","Floor 56 (Heaven-on-High)"
"heavenly tofu","Floor 77 (Heaven-on-High);Floor 78 (Heaven-on-High)"
"heavenly tokagekiba","Floor 51 (Heaven-on-High)"
"heavenly unkiu","Floor 14 (Heaven-on-High)"
"heavenly uwabami","Floor 6 (Heaven-on-High)"
"heavenly vanara","Floor 34 (Heaven-on-High)"
"heavenly wakakusa","Floor 61 (Heaven-on-High)"
"heavenly wanyudo","Floor 26 (Heaven-on-High);Floor 27 (Heaven-on-High)"
"heavenly yak","Floor 78 (Heaven-on-High)"
"heavenly yuki","Floor 26 (Heaven-on-High)"
"heavenly yuki-otoko","Floor 78 (Heaven-on-High)"
"heavenly yuki-tokage","Floor 73 (Heaven-on-High)"
"heavenly yumemi","Floor 7 (Heaven-on-High)"
"heavy artillery unit","Passage"
"heavy banemite","Alder Springs"
"hecatoncheir mastermind","The Screaming Dark (Hard)"
"hecatoncheir quakequeller","Copperbell Mines (Hard) (Zone)"
"hecatoncheir rocksplitter","Copperbell Mines (Hard) (Zone)"
"hecatoncheir rockvaulter","Copperbell Mines (Hard) (Zone)"
"hecatoncheir skullcrusher","Copperbell Mines (Hard) (Zone)"
"hecatoncheir stonebreaker","Copperbell Mines"
"hecatoncheir stonehauler","Copperbell Mines"
"hecatoncheir stonehoarder","Copperbell Mines (Hard) (Zone)"
"hecatoncheir tremorward","Copperbell Mines (Hard) (Zone)"
"hecatoncheir wallcrasher","Copperbell Mines (Hard) (Zone)"
"heckler imp","Halatali"
"hecteyes","The Lost City of Amdapor (Zone)"
"Hedetet","The Scorpion's Den;The Southern Plateau"
"hedge gobknight","The Excruciationator"
"hedgerow ochu","Amdapor Keep (Hard) (Zone)"
"Heidrun","Riversmeet"
"Heket","Parata's Peace"
"Heliogabalus","The Eblan Rime"
"hellbender","Brayflox's Longstop"
"hellhound","Central Conveyance Unit"
"hellish gasame","Lid Crater"
"hellsbound warrior","Knights' Quarters"
"Hellsclaw","Eastern La Noscea"
"hellsfire","The Eblan Rime"
"helm beetle","The Citia Swamps"
"Herpekaris","Resource Transport Elevator (Area)"
"hexadrone bit","Ichi-no-Kuruwa"
"hidden mine","Machinery Bay 67;The Burden of the Son"
"highland condor","The Long Climb"
"highland dhara","The Striped Hills"
"highland eruca","Mount Yorn"
"highland hyssop","Scree"
"high-strung hen","The Dreamer's Run"
"hikagiri","Sogyoku Piscary"
"hippe","Lethe"
"hippogryph","North Silvertear"
"hippomartimus","Southwestern Ice Needles"
"Hiruko","Floor 30 (Heaven-on-High)"
"hoarfrosted aevis","Red Rim"
"hobgoblin","Cracked Shell Beach"
"hobgoblin marauder","Cracked Shell Beach"
"hobgoblin thief","Scree"
"holed mole","Royal Plantations"
"hollow","The Central Hills of Amber"
"hollow gargoyle","Whitebrim"
"holly blue","The Glory of Bardam the Bold"
"holy flame","The Chancel"
"holy sprite","Shattered Remembrance"
"holy wyvern","An Answer of Shame"
"hooded assaulter","Dragonhead"
"hooked bombfish","East Othard Coastline"
"hooked shiranui","East Othard Coastline"
"hooked unkiu","East Othard Coastline"
"hooked yumemi","East Othard Coastline"
"hoptrap","The Forest of the Lost Shepherd"
"Horde aevis","Steps of Faith;Riversmeet"
"Horde armored dragon","Steps of Faith"
"Horde biast","Steps of Faith"
"Horde dragon","Steps of Faith"
"Horde dragonfly","Steps of Faith"
"Horde outflyer","Whitebrim"
"Horde runner","Riversmeet"
"Horde shield dragon","Steps of Faith"
"Horde skirmisher","Riversmeet"
"Horde skirmisher captain","Riversmeet"
"Horde transcendent","Steps of Faith"
"Horde wyvern","Steps of Faith"
"horned iguana","The Night of Yx'Lokwa"
"horned lizard","Eshceyaani Wilds"
"horny toad","The Footfalls"
"hot grenade","Iron Lake"
"hot hip","Blue Sky"
"hotfooted gallimimus","Chocobo Forest"
"hound light","Amdapor Keep"
"hoverfly swarm","Lower Paths"
"hovering hawker","Timh Gyeus"
"Hraesvelgr broodling","An Answer of Shame"
"hrimthurs","Snowcloak (Zone)"
"Hrodric Poisontongue","The Golden Walls of Ruin"
"huallepen","Solace"
"hulder","Labyrinthos"
"huldu","Scree"
"hulk dweller","The North Star"
"hull nix","The Keeper of the Lake (Zone)"
"Humbaba","Goodblade"
"Hummelfaust","The Clevering"
"humming atomizer","Halatali (Hard) (Zone)"
"hungry canis lupinus","Cerulea Ingens"
"hungry caterpillar","The Gensui Chain"
"hungry dreadwolf","Bluefog"
"hungry snipper","Moonshade Isle"
"hungry sotormurg","Saltwind's Welcome"
"hungry tursus","Cerulea Ingens"
"hunter antlion","Virdjala"
"hunter of Bardam","The Rebirth of Bardam the Brave"
"hunting coyote","Mornveil Forest"
"hunting falcon","The Bannock;Silent Arbor"
"hunting troll","Mornveil Forest"
"Huracan","Kholusia"
"hybodus","Sterncastle Deck"
"hybodus pup","The Beast"
"hybrid gator","Snowcloak (Zone)"
"hybrid hog","Heartbreak Holt"
"Hydatos Delphyne","The East Val River Bank"
"Hydatos elbst","The West Val River Bank"
"Hydatos elemental","Eureka Hydatos"
"Hydatos gigantopithecus","The East Val River Bank"
"Hydatos grenade","The West Val River Bank"
"Hydatos nix","The Val River Source"
"Hydatos peiste","The East Val River Bank"
"Hydatos primelephas","The West Val River Bank"
"Hydatos pudding","The Val River Source"
"Hydatos slug","The Val River Source"
"Hydatos squib","The East Val River Bank"
"Hydatos tsanahale","The West Val River Bank"
"Hydatos vepar","The Val River Source"
"Hydatos wraith","The West Val River Bank"
"Hydatos zebu","The East Val River Bank"
"Hydatos ziz","The Val River Source"
"Hydnora","Blue Sky"
"hydra","Hall of the Bestiarii"
"hydrate core","Condensate Demineralizer 9"
"hydrosphere","The Shifting Altars of Uznair (Zone)"
"hydrosprite","The Void Ark"
"hydrozoan","The Norvrandt Slope"
"Hygieia","The Right Hand of Bahamut"
"hypertuned","Testing Compound"
"Hypertuned Grynewaht","Hall of the Scarlet Swallow"
"ianthine petalouda","First Bloom;Philomythes Notos"
"ibex","Snowcloak (Zone)"
"ibruq","Xmun Hojaw;The Ut'ohmu Horizon"
"ice arcanum","The Answering Quarter"
"ice bomb","Snowcloak (Zone)"
"ice commander","Twinpools"
"ice dragon","Red Rim"
"ice dragon in waiting","Landlord Colony"
"ice homunculus","Pools of Folly"
"ice pillar","Floor 80 (Heaven-on-High)"
"ice soldier","Akh Afah Amphitheatre"
"ice sphere","Shattered Remembrance"
"ice sprite","Dragonhead;Boulder Downs;Providence Point;Whitebrim;The Stone Vigil;North Silvertear;Snowcloak (Zone);Riversmeet;Gorgagne Holding;Coerthas Western Highlands;Blue Sky"
"ice warrior","Riversmeet"
"ice zoblyn","Red Rim"
"icetrap","Riversmeet;Coerthas Western Highlands;Outer Walls"
"icewater undine","Timh Gyeus"
"ichorous drip","The Crying Dark"
"Ichorous Ire","Copperbell Mines"
"icicle","The Crystal Dragon's Bloom"
"icicle sprite","Falcon's Nest"
"Ifrit's beacon","Zahar'ak"
"Igeyorhm's shade","Neurolink Nacelle"
"ignis fatuus","Heartbreak Holt"
"iksalion","Soldiery Gallery"
"Illuminati bighand","The Makers' Quarter"
"Illuminati commander","Brayflox's Longstop (Hard) (Zone)"
"Illuminati escapee","East Flamerock"
"Illuminati footman","Brayflox's Longstop (Hard) (Zone)"
"Illuminati glider","Brayflox's Longstop (Hard) (Zone);The Makers' Quarter"
"Illuminati marksman","Brayflox's Longstop (Hard) (Zone)"
"Illuminati smallhand","The Makers' Quarter"
"Illuminati sniper","Brayflox's Longstop (Hard) (Zone)"
"Illuminati soldier","Brayflox's Longstop (Hard) (Zone)"
"Illuminati vangob","The Makers' Quarter"
"Ilsabardian tursus","Cerulea Ingens"
"Imdugud","Alpha Concourse"
"Imitation Gogo","Blue Sky"
"immaculate apa","Telmatology (Hard);The Study (Hard);Purification Tank B"
"immaculate knight","The Citia Swamps"
"immaculate magus","The Rak'tika Greatwood"
"immaculate warrior","The Citia Swamps"
"immortalized clockwork dreadnaught","History Gallery"
"immortalized clockwork knight","History Gallery"
"immortalized clockwork soldier","History Gallery"
"immortalized colossus","Emerald Ward"
"immortalized death claw","Crimson Ward"
"immortalized interceptor drone","Crimson Ward;Emerald Ward"
"impenetrable veil","The Last Forest"
"imperial frumentarius","Drybone"
"imperial predator","The Striped Hills"
"imperial rearguard","Castrum Abania (Landmark)"
"imperial sky armor","Specula Imperatoris"
"imperial war hound","Via Praetoria (Castrum Meridianum);Central Crossing;Via Principalis"
"inconspicuous imp","The Tam-Tara Deepcroft"
"Indomitable","Kholusia"
"infernal beacon","Zanr'ak"
"infernal nail","Bowl of Embers;Carteneau Flats: Borderland Ruins"
"Infernal Shadow","The Memory of Embers"
"infernal sword","The Memory of Embers"
"inferno drake","Brayflox's Longstop"
"inflated nix","Costa del Sol"
"inflorescent sapria","East End"
"Ink Claw","Southern Entrenchment"
"inland tursus","Riversmeet"
"inner fury","Raincatcher Gully;South Tidegate"
"inner rage","Raincatcher Gully"
"inoshikacho","Noh Theater"
"interceptor drone","Carteneau Flats: Borderland Ruins"
"interceptor node","Carteneau Flats: Borderland Ruins"
"invasive anemone","Woven Oath"
"invasive banemite","Chocobo Forest"
"invasive miteling","Chocobo Forest"
"Iravati","Thavnair"
"Irminsul","Modification Cell"
"Iron Beak","The Northern Hills of Amber"
"iron cell","Halatali (Hard) (Zone)"
"iron claws","Hall of the Inexorable"
"iron giant","Walk of Lament;Hall of the Savage;Hall of the Inexorable"
"iron sphere","The Glory of Bardam the Bold"
"iron tortoise","Zanr'ak"
"ironbeard","The Duergar Mountains"
"ironbeard killer","The Duergar Mountains"
"ironbeard prototype","Scree"
"ironquill tuco-tuco","Drybone"
"irregular plasmoid","The Val River Swale"
"irritated stinkshell","Uyuypoga"
"irrlicht","Laxan Loft"
"Iseultalon","East Shroud"
"Isgebind","The Strongroom"
"island megalocrab","Moraby Bay"
"island rail","Shadow Fault"
"island wolf","The Bright Cliff"
"Islandhander","West Flamerock"
"isonade","East Othard Coastline"
"Itzpapalotl","Lakeland"
"Ivon Coeurlfist","The Temple of the Fist (Zone)"
"iwa-no-shiki","The Wreath of Snakes (Zone)"
"Ixali boldwing","Treespeak;Alder Springs;Dragonhead;Ixali Logging Grounds"
"Ixali bolecleaver","Ixali Logging Grounds"
"Ixali boundwing","Dragonhead;Proud Creek;Natalan"
"Ixali dulltalon","Treespeak;Peacegarden"
"Ixali fencer","Dragonhead"
"Ixali fogcaller","Gelmorra Ruins;Proud Creek"
"Ixali frostbeak","Dragonhead"
"Ixali frostcaller","Dragonhead"
"Ixali limbcutter","Ixali Logging Grounds"
"Ixali lostwing","Treespeak;Peacegarden"
"Ixali sabreur","Gelmorra Ruins"
"Ixali scout","Hedgetree (North Shroud)"
"Ixali skycaller","Natalan"
"Ixali slowbeak","Treespeak;Peacegarden"
"Ixali soilseer","Ixali Logging Grounds"
"Ixali stillbeak","The Ogre's Belly"
"Ixali stitcher","The Cage"
"Ixali straightbeak","Alder Springs"
"Ixali strongbeak","Treespeak;Proud Creek"
"Ixali strongwing","Treespeak"
"Ixali swiftbeak","Treespeak;Alder Springs;Gelmorra Ruins;Dragonhead;Proud Creek"
"Ixali windtalon","Proud Creek;Dragonhead"
"Ixion","The Lochs"
"Ixtab","The Rak'tika Greatwood"
"Izanami","The Swallow's Compass (Zone)"
"J Storm","The Burden of the Son"
"Ja Tiika moth","The Ja Tiika Heartland"
"jackal pup","Quarterstone"
"Jackanapes","Nine Ivies"
"Jackanapes's bean-bearer","Nine Ivies"
"Jaculus","The Bright Cliff"
"Jaded Jody","Hopeseed Pond"
"jagd doll","Hangar 12;The Burden of the Father"
"Jahannam","The Orchard"
"jhammel","Mount Yorn"
"jinmenju","The Timid Current"
"Joi kiyofusa","Ni-no-Maru Manor Gardens;Hon-maru Tenshu"
"Joi koja","Hon-maru Manor"
"Jolly Green","Raincatcher Gully"
"jotunn","The Eblan Rime"
"judgment crystal","Soul of the Creator"
"judgmental floret","The Val River Swale"
"judgmental hip","The Val River Swale"
"Judgmental Julika","The Val River Swale"
"Juggler Hecatomb","Amh Araeng"
"Julia quo Soranus","Provisional Imperial Landing"
"jungle coeurl","Raincatcher Gully"
"jungle goobbue","Raincatcher Gully"
"jungle iguana","The Glostfired Bank"
"jungle midge cloud","Raincatcher Gully"
"jungle orobon","Bopo'uihih"
"jura aevis","The Stone Vigil (Hard) (Zone)"
"kacchapa","Saltwind's Welcome"
"kaen anala","Hells' Lid (Landmark)"
"Kafre","Sylphlands"
"kaiser behemoth","Coerthas Western Highlands"
"Kajigakaka","Floor 80 (Heaven-on-High)"
"Kaliya","Core Override"
"kaluk","The High Bank"
"Kamapuaa","The Bramble Patch"
"Kamikiri","Harutsuge Gate"
"Kapikulu","Weaver's Warding"
"karakuri hanya","Hon-maru Tenshu"
"karakuri onmitsu","Hon-maru Manor"
"karasu tengu","Hon-maru Tenshu"
"kargas","Ratatoskr's Peace"
"Karkinos","Memeroon's Trading Post"
"Karlabos","Sastasha (Hard)"
"Karlabos of Pyros","Northeastern Ice Needles;Bonfire"
"Karya","The High Bank"
"katobleps","East Yyasulani"
"Keeper of Halidom","Still Waters (Landmark)"
"Kefka","Upper Tower of Ruin"
"Kelaino","The K'mul Astropolis"
"Kelpie","The Green Screams"
"Kenko","Floor 70 (Heaven-on-High)"
"Ker","Labyrinthos;Thavnair;Garlemald;Mare Lamentorum;Elpis;Ultima Thule"
"Ker shroud","Labyrinthos;Thavnair;Garlemald;Mare Lamentorum;Elpis;Ultima Thule"
"keyknot","The Queen's Room"
"Khalamari","The West Val River Bank"
"Kholusian bison","Shadow Fault"
"khor claw","The Val River Swale"
"khun chuluu","Ceol Aen"
"khun gurvel","The Dusk Trial"
"khun shavar","The Glory of Bardam the Bold"
"Kichiknebik","Syrcus Tower"
"killer bee","Timh Gyeus"
"killer korrigan","Last Step"
"killer kumbhira","The Shroud of the Samgha"
"killer moss fungus","Voeburtenburg"
"killer piranha","The Ut'ohmu Horizon"
"killer wespe","Three-malm Bend"
"kindling sprite","Copperbell Mines (Hard) (Zone)"
"king behemoth","Hall of the Savage"
"King Goldemar","The East Val River Bank"
"King Hazmat","Uncanny Valley (Area)"
"king's jester","The East Val River Bank"
"king's pike","The East Val River Bank"
"Kirnis","Pike Falls"
"Kirtimukha","Floor 120 (Palace of the Dead)"
"kiss of fire","The Morning Stars"
"kiss of ice","The Morning Stars"
"kiss of thunder","The Morning Stars"
"Kiwa","The Lochs"
"Klythios","Boulder Downs"
"knight hawk","Saint Mocianne's Arboretum"
"knocked-about knocker","Scree"
"knotty treant","Amdapor Keep (Hard) (Zone)"
"kobold bedesman","Iron Lake"
"kobold deacon","Kobold Dig"
"kobold dustman","Blind Iron Mines;Cedarwood;House of Sticks"
"kobold missionary","Bloodshore"
"kobold outlaw","Kobold Dig"
"kobold overseer","Kobold Dig"
"kobold potman","Cedarwood;House of Sticks"
"kobold rocksplitter","U'Ghamaro Mines"
"kobold roundsman","Iron Lake"
"kobold supplicant","Blind Iron Mines;House of Sticks;Zelma's Run"
"kobold toolbox","Kobold Dig"
"kokkine petalouda","First Bloom;Philomythes Notos"
"Kokoroon Quickfingers","Bloodshore"
"kongamato","Wightrock"
"korpokkur","Saint Mocianne's Arboretum"
"korrigan","Last Step;Heaven-on-High (Zone)"
"Koshchei","The Right Brattice"
"Kottos","Copperbell Mines"
"Kozol Nomotl the Turbulent","Natalan"
"kraken","Hullbreaker Isle;Sastasha (Hard)"
"kraken's arm","Hullbreaker Isle;Sastasha (Hard)"
"Kreios","Blue Sky"
"Kreutzet","Coerthas Western Highlands"
"kronprinz behemoth","Blue Sky"
"kshatriya ambusher","East End"
"ktiseos aello","Cosmopsis"
"ktiseos alkyone","Ouranopsis"
"ktiseos chione","Terrestrial Artifice"
"ktiseos erinys","Cosmopsis"
"ktiseos ktenos","Terrestrial Artifice"
"ktiseos lailaps","Experimental Artifice"
"ktiseos leon","Terrestrial Artifice"
"ktiseos lykos","Terrestrial Artifice"
"ktiseos ophion","Terrestrial Artifice;Experimental Artifice"
"ktiseos ophiotauros","Experimental Artifice"
"ktiseos panther","Terrestrial Artifice"
"Kucedre","The Rookery"
"Kujata","Cedarwood"
"kukulkan","The Bleached Shelf;The Blacklands"
"Kum Kum","Syrcus Tower"
"kumbhira","The Shroud of the Samgha"
"Kupni Kapp","Upper Paths"
"Kurma","The Azim Steppe"
"Kurrea","Mor Dhona"
"kyane petalouda","First Bloom;Philomythes Notos"
"La Velue","Lakeland"
"laboratory coeurl","The West Val River Bank"
"laboratory jackal","The East Val River Bank"
"laboratory lion","The East Val River Bank"
"laboratory rat","The West Val River Bank"
"labyrinth screamer","Mornveil Forest"
"Lacovie","Zanr'ak"
"Ladon Lord","Concept Review"
"Lady Amandine","White Hall;Haukke Manor (Hard) (Zone)"
"lady's candle","White Hall"
"lady's handmaiden","White Hall"
"Lahabrea's shade","Neurolink Nacelle"
"Laideronnette","Central Shroud"
"lake anemone","The Thirstless Shore"
"lake nanka","The Keeper of the Lake (Zone)"
"lake nix","North Silvertear"
"lake pugil","The Keeper of the Lake (Zone)"
"lake viper","The Thirstless Shore"
"lake yabby","The West Val River Bank"
"Lakhamu","The Soil Bed"
"Lakshmi","The First Altar of Djanan Qhat"
"Lamashtu","Newvoid"
"Lambda","Ostrakon Deka-hexi"
"Lamebrix Strikebocks","The Excruciationator;East Flamerock"
"Lameprix Strikedocks","The Excruciationator"
"lamia bellydancer","Bioweapon Sector VII"
"lamia bowyer","Incubator Transport"
"lamia cybrid","Beta Quadrant"
"lamia dancer","Incubator Transport"
"lamia deathdancer","Bioweapon Storage"
"lamia fatedealer","Bioweapon Storage"
"lamia prosector","Bioweapon Storage"
"lamia sharper","Bioweapon Sector VII"
"lamia thelytoke","Beta Quadrant"
"Lampalagua","Eastern Thanalan"
"lan'laii Gundu","The Sea of Clouds;Vundu Ok' Bendu"
"lan'loii Gundu","Cloudtop"
"lan'noii Gundu","Cloudtop"
"lan'poii sanuwa","The Gauntlet;Coldwind;The Blue Window;Ok' Vundu Vana;The Cromlech;Last Step;Cloudtop"
"lan'poii Vundu","The Gauntlet;Coldwind;The Blue Window;Ok' Vundu Vana;The Cromlech;Last Step;Cloudtop"
"lan'puii Vundu","The Blue Window"
"large bomb incubator","Incubator 66"
"large boulder","The Grey Fleet"
"large buffalo","Bloodshore"
"lava bomb","Incubator 66"
"lava drake","Inner Hold"
"lava slime","Blue Sky"
"lawless goblin glider","The Makers' Quarter"
"lawless goblin sharpshooter","The Makers' Quarter"
