Skel,McType,NumAnim,Names
m0708,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0709,monster,12,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0710,monster,9,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0711,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_2lp cbbm_sp_d_2lp
m0712,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0713,monster,20,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp cbbm_sp_j_1 cbbm_sp_j_2lp cbbm_sp_k_1 cbbm_sp_k_2lp
m0714,monster,3,cbbm_02f_lp0 cbbm_atk1 cbbm_id0
m0715,monster,7,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0716,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0717,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0718,monster,3,cbbm_ded cbbm_dedpose cbbm_id0
m0719,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0720,monster,9,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0721,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0722,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0723,monster,1,cbbm_id0
m0724,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0725,monster,1,cbbm_id0
m0726,monster,1,cbbm_id0
m0727,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0728,monster,2,cbnm_02f_lp0 cbnm_id0
m0729,monster,1,cbbm_id0
m0730,monster,0,
m0731,monster,19,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0732,monster,12,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_st01_dedpose
m0733,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0734,monster,0,
m0735,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0736,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0737,monster,2,cbnm_02f_lp0 cbnm_id0
m0738,monster,1,cbbm_id0
m0739,monster,1,cbbm_id0
m0740,monster,4,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp
m0741,monster,18,cbba_add_dmg_f cbba_st01_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_st01_02f_lp0 cbbm_st01_a_activ cbbm_st01_a_deact cbbm_st01_ded cbbm_st01_dedpose cbbm_st01_id0 cbbm_st01_trn_l_lp cbbm_st01_trn_r_lp cbbm_trn_l_lp cbbm_trn_r_lp
m0742,monster,3,cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0743,monster,1,cbbm_id0
m0744,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0745,monster,9,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_d_1 cbbm_sp_d_2lp
m0746,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0747,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0748,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0749,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0750,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0751,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0752,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0753,monster,8,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbnm_01f_lp0 cbnm_id0
m0754,monster,1,cbbm_id0
m0755,monster,9,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0756,monster,1,cbbm_id0
m0757,monster,1,cbbm_id0
m0758,monster,6,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp
m0759,monster,1,cbbm_id0
m0761,monster,2,cbnm_02f_lp0 cbnm_id0
m0763,monster,2,cbnm_02f_lp0 cbnm_id0
m0764,monster,2,cbnm_02f_lp0 cbnm_id0
m0765,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0766,monster,0,
m0767,monster,2,cbnm_02f_lp0 cbnm_id0
m0768,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0769,monster,1,cbbm_id0
m0770,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0771,monster,9,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0772,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0773,monster,2,cbnm_02f_lp0 cbnm_id0
m0774,monster,2,cbnm_02f_lp0 cbnm_id0
m0775,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0776,monster,12,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp
m0777,monster,8,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0778,monster,2,cbnm_02f_lp0 cbnm_id0
m0779,monster,10,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp
m0780,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0781,monster,2,cbbm_02f_lp0 cbbm_id0
m0782,monster,1,cbbm_id0
m0783,monster,1,cbnm_id0
m0784,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0785,monster,15,cbbm_02f_lp0 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short
m0786,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0787,monster,2,cbnm_01f_lp0 cbnm_id0
m0788,monster,2,cbbm_02f_lp0 cbbm_id0
m0789,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0790,monster,8,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0791,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0792,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0793,monster,5,cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0794,monster,7,cbbm_02f_lp0 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_mgc_thm_3
m0795,monster,2,cbbm_02f_lp0 cbbm_id0
m0796,monster,16,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp
m0797,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0798,monster,5,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_slide_02l_lp0 cbbm_slide_02r_lp0
m0799,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0800,monster,7,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0801,monster,13,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0802,monster,2,cbbm_id0 cbnm_id0
m0803,monster,2,cbbm_id0 cbnm_id0
m0804,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0805,monster,2,cbnm_02f_lp0 cbnm_id0
m0806,monster,8,cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_2lp cbbm_mgc_thm_3
m0807,monster,18,cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short cbfa_add_chest_whisper_long cbfa_add_chest_whisper_middle cbfa_add_chest_whisper_short cbfa_add_no cbfa_add_talk cbfa_add_yes cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0 cbnm_swo_id0 cbnm_swu_id0
m0808,monster,1,cbbm_id0
m0809,monster,2,cbnm_02f_lp0 cbnm_id0
m0810,monster,22,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short cbfa_add_chest_whisper_long cbfa_add_chest_whisper_middle cbfa_add_chest_whisper_short
m0811,monster,17,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_all cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short
m0812,monster,2,cbbm_02f_lp0 cbbm_id0
m0813,monster,6,cbbm_02f_lp0 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0
m0815,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0818,monster,2,cbnm_02f_lp0 cbnm_id0
m0819,monster,0,
m0820,monster,17,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short
m0821,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0822,monster,6,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0823,monster,6,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0824,monster,14,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbfa_add_chest_normal_long cbfa_add_chest_normal_middle cbfa_add_chest_normal_short cbfa_add_chest_shout_long cbfa_add_chest_shout_middle cbfa_add_chest_shout_short
m0825,monster,17,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0826,monster,2,cbnm_02f_lp0 cbnm_id0
m0827,monster,5,cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0828,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp
m0829,monster,9,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp
m0830,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0831,monster,2,cbnm_02f_lp0 cbnm_id0
m0832,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0833,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0834,monster,11,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0835,monster,14,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_2lp
m0837,monster,2,cbnm_02f_lp0 cbnm_id0
m0840,monster,0,
m0841,monster,2,cbnm_02f_lp0 cbnm_id0
m0842,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp
m0843,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0844,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp
m0845,monster,1,cbbm_id0
m0846,monster,2,cbnm_02f_lp0 cbnm_id0
m0847,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0848,monster,2,cbnm_02f_lp0 cbnm_id0
m0849,monster,2,cbnm_02f_lp0 cbnm_id0
m0851,monster,17,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp
m0852,monster,8,cbbm_02f_lp0 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0853,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0855,monster,14,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp
m0856,monster,11,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0857,monster,18,cbbm_02f_lp0 cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp cbbm_sp_i_1 cbbm_sp_i_2lp cbbm_sp_j_1 cbbm_sp_j_2lp
m0858,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0859,monster,5,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_c_1 cbbm_sp_c_2lp
m0860,monster,2,cbnm_02f_lp0 cbnm_id0
m0861,monster,2,cbnm_02f_lp0 cbnm_id0
m0862,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0863,monster,2,cbnm_02f_lp0 cbnm_id0
m0864,monster,2,cbnm_02f_lp0 cbnm_id0
m0865,monster,10,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0866,monster,10,cbba_add_dmg_f cbbm_01f_lp0 cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_trn_l_lp cbbm_trn_r_lp
m0867,monster,9,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0868,monster,5,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0
m0869,monster,21,cbba_add_dmg_f cbba_st01_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_a_2lp cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_st01_02f_lp0 cbbm_st01_a_activ cbbm_st01_a_deact cbbm_st01_ded cbbm_st01_dedpose cbbm_st01_id0 cbbm_st01_trn_l_lp cbbm_st01_trn_r_lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0
m0870,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0871,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0 cbbm_mgc_thm_3
m0872,monster,14,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp
m0873,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0874,monster,9,cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp
m0875,monster,0,
m0876,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_dedpose cbbm_ft_ded_1 cbbm_ft_ded_2lp cbbm_ft_ded_3 cbbm_id0
m0877,monster,8,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbnm_01f_lp0 cbnm_id0
m0878,monster,4,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0
m0879,monster,16,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0880,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0881,monster,10,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp
m0882,monster,13,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0883,monster,0,
m0884,monster,15,cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp
m0885,monster,2,cbnm_02f_lp0 cbnm_id0
m0886,monster,2,cbnm_02f_lp0 cbnm_id0
m0887,monster,13,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0888,monster,16,cbbm_02f_lp0 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp cbbm_sp_e_1 cbbm_sp_e_2lp cbbm_sp_g_1 cbbm_sp_g_2lp cbbm_sp_h_1 cbbm_sp_h_2lp
m0889,monster,9,cbbm_ded cbbm_dedpose cbbm_id0 cbbm_sp_b_1 cbbm_sp_b_2lp cbbm_sp_c_1 cbbm_sp_c_2lp cbbm_sp_d_1 cbbm_sp_d_2lp
m0890,monster,7,cbbm_02f_lp0 cbbm_atk1 cbbm_id0 cbbm_sp_b_2lp cbbm_sp_c_2lp cbbm_trn_l_lp cbbm_trn_r_lp
m0891,monster,2,cbnm_02f_lp0 cbnm_id0
m0892,monster,3,cbnm_01f_lp0 cbnm_02f_lp0 cbnm_id0
m0893,monster,2,cbnm_02f_lp0 cbnm_id0
m0894,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0895,monster,11,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_mgc_thm_3 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
m0896,monster,10,cbba_add_dmg_f cbbm_02f_lp0 cbbm_atk1 cbbm_ded cbbm_dedpose cbbm_id0 cbbm_trn_l_lp cbbm_trn_r_lp cbnm_01f_lp0 cbnm_id0
